w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
16,100,Optimal,29,-,95.22640841864288,-,altstrobes-analysis,Entropy
16,100,Optimal,30,-,95.22640841864288,-,altstrobes-analysis,Entropy
16,100,k-mers,30,-,21.589239838262607,-,altstrobes-analysis,Entropy
16,100,altstrobes,1,-,28.13781378786788,-,altstrobes-analysis,Entropy
16,100,altstrobes,2,-,32.594114190214846,-,altstrobes-analysis,Entropy
16,100,altstrobes,3,-,36.09300288524878,-,altstrobes-analysis,Entropy
16,100,altstrobes,4,-,38.90999029096103,-,altstrobes-analysis,Entropy
16,100,altstrobes,5,-,41.18924369035434,-,altstrobes-analysis,Entropy
16,100,altstrobes,6,-,43.02403632927006,-,altstrobes-analysis,Entropy
16,100,altstrobes,7,-,44.48220708161031,-,altstrobes-analysis,Entropy
16,100,altstrobes,8,-,45.61711772277684,-,altstrobes-analysis,Entropy
16,100,altstrobes,9,-,46.47332412145899,-,altstrobes-analysis,Entropy
16,100,altstrobes,10,-,47.08997590493553,-,altstrobes-analysis,Entropy
16,100,altstrobes,11,-,47.50319942114677,-,altstrobes-analysis,Entropy
16,100,altstrobes,12,-,47.74814993140284,-,altstrobes-analysis,Entropy
16,100,altstrobes,13,-,47.86133425309334,-,altstrobes-analysis,Entropy
16,100,altstrobes,14,-,47.884219181953554,-,altstrobes-analysis,Entropy
16,100,randstrobes,15,-,47.871207618664094,-,altstrobes-analysis,Entropy
16,100,k-mers,0.0,-,21.589239838262607,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.1,-,26.949461401521518,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.2,-,30.927428544957575,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.3,-,34.30064194859997,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.4,-,37.232096537898485,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.5,-,39.7959523924674,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.6,-,42.03158296291436,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.7,-,43.9592065928335,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.8,-,45.5848789046327,-,mixedstrobes-analysis,Entropy
16,100,mixedstrobes,0.9,-,46.89981518571407,-,mixedstrobes-analysis,Entropy
16,100,randstrobes,1.0,-,47.8712076186641,-,mixedstrobes-analysis,Entropy
16,100,k-mers,30,60,22.9899,-,altstrobes-analysis,p_match
16,100,altstrobes,1,60,24.05130000000001,-,altstrobes-analysis,p_match
16,100,altstrobes,2,60,25.8109,-,altstrobes-analysis,p_match
16,100,altstrobes,3,60,27.361899999999988,-,altstrobes-analysis,p_match
16,100,altstrobes,4,60,27.862700000000004,-,altstrobes-analysis,p_match
16,100,altstrobes,5,60,28.2152,-,altstrobes-analysis,p_match
16,100,altstrobes,6,60,28.576800000000002,-,altstrobes-analysis,p_match
16,100,altstrobes,7,60,28.906100000000002,-,altstrobes-analysis,p_match
16,100,altstrobes,8,60,29.195600000000002,-,altstrobes-analysis,p_match
16,100,altstrobes,9,60,29.4129,-,altstrobes-analysis,p_match
16,100,altstrobes,10,60,29.56509999999999,-,altstrobes-analysis,p_match
16,100,altstrobes,11,60,29.609099999999994,-,altstrobes-analysis,p_match
16,100,altstrobes,12,60,29.611300000000007,-,altstrobes-analysis,p_match
16,100,altstrobes,13,60,29.568600000000007,-,altstrobes-analysis,p_match
16,100,altstrobes,14,60,29.504900000000003,-,altstrobes-analysis,p_match
16,100,randstrobes,15,60,29.50410000000001,-,altstrobes-analysis,p_match
16,100,k-mers,0.0,60,22.9899,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.1,60,24.572500000000005,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.2,60,25.776499999999995,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.3,60,26.711600000000004,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.4,60,27.478900000000007,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.5,60,28.129399999999993,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.6,60,28.625199999999992,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.7,60,29.056400000000007,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.8,60,29.3639,-,mixedstrobes-analysis,p_match
16,100,mixed-randstrobes,0.9,60,29.5449,-,mixedstrobes-analysis,p_match
16,100,randstrobes,1.0,60,29.50410000000001,-,mixedstrobes-analysis,p_match
